description,house_rules,picture_url,user_id,latitude,longitude,max_occupancy,num_bathrooms,num_bedrooms,num_beds,price
A home away from home.Its a very cute and charming. full size bed (sheets and towels included). VERY CLEAN  You are welcome to use the kitchen. Amazing stores restaurants and cafes. Close to the river and to the Williamsburg bridge No smoking and no pets. Best location in Williamsburg - Brooklyn first stop on the L JZ.M 10 to 15 min walk. Close to Bedford av. The apartment is overall a welcoming space. Small and charming. You will get a private room my room is at the oposite end. Very comfortable kitchen and I will like  to keep it spotless at all time. Be ready to go up 4 floors. A good way to keep your legs in shape ;) For the most part ill be at the apartment while is rented. Williamsburg is one of the best places to be n Brooklyn. super cool vibe amazing shops and restaurant just 10 to 15 min on the train to Manhattan.  Some days you don\t even have to leave the neighborhood It is a great place to hangout. L J M and Z,No shoes @ home and the common areas always super clean. No smoking and no pets.,https://a0.muscache.com/im/pictures/50776527-2518-41be-8226-f667b9097739.jpg?aki_policy=large,47,40.71185,-73.96204,1,1,1,1,$90.00 
Modern spacious bright and well designed apartment in Chelsea/Midtown Manhattan close to everything & a great spot to explore the city!  Family-friendly space with great food shopping nearby.  Also very well suited for business travelers. Minimum rental period: +30 nights Available via phone text email to help with any questions you may have and happy to recommend restaurants etc. Explore Chelsea\s thriving new gallery district Midtown Manhattan shopping museums restaurants and nightlife. Excellent location for a NYC visit. Two Subway stops (A/C/E and 1/2/3 train lines) are within 1 block of the apartment. A variety of parking garages are nearby. Can not accept reservations more than 6 weeks in advance.,Pets considered.  This is a non-smoking building and apartment.,https://a0.muscache.com/im/pictures/575128a1-08e7-4ae8-8509-9610c688f56e.jpg?aki_policy=large,48,40.74623,-73.9953,4,2,2,2,$400.00 
This apartment is  perfect for families. A Queen bed in the master bedroom and a nursery with a crib (or toddler bed) and a full sized bunk bed. (Two- need to update the picture). The living room has a new couch that can be two Twin Beds or one slide into a Queen (no pullout frame!).  There is air conditioning in each room TV in the living room and the master bedroom and a full kitchen. Updated pictures are coming. Enjoy an excellent and much more reasonably priced and comfortable alternative to a New York City hotel. Our newly renovated 2 bedroom is located on the charming tree lined park block of 77th Street between York Avenue and John Jay Park -  right in the middle of the very safe Upper East Side. The apartment is a 5th floor walk-up in a beautiful Historic Old World style building with a central courtyard. This apartment can sleep 6 people and a baby.  The apartment has high ceilings 4 floor to ceiling windows  (lots of light) and hard wood flooring throughout. The master ,,https://a0.muscache.com/im/pictures/c444be23-6b18-4094-b2c7-cee811c08c9c.jpg?aki_policy=large,49,40.77065,-73.95269,6,1,2,4,$200.00 
Beautiful bedroom in a duplex house with large outdoor garden.  Located in Red Hook Brooklyn just a short walk to the water great views of lower Manhattan and the statue of liberty.   NOTE: THIS LISTING IS FOR (1) PRIVATE ROOM YOU CAN RENT THE ENTIRE DUPLEX AS WELL in another listing.,,https://a0.muscache.com/im/pictures/d41d92e9-1887-4b7b-96ec-f84117e567c4.jpg?aki_policy=large,50,40.67695,-74.01121,4,1,1,1,$89.00 
Ladies and Gentelmen I do need to remind you in a very nice way that I do no book more then three months in advance. I NEED TO REMIND YOU NOT TO BOOK BEFORE ASKING ABOUT AVAILABILITY AND INTRODUCING YOUR SELF I AM NOT A HOTEL REMEMBER I AM SHARING MY HOUSE WITH YOU. Winter is coming museums are not crowded shows have plentiful tickets and New York is a city for New Yorkers not tourists. This means you can explore the city like we do become an insider.  The city is not as cold as most people think of we rarely go below freezing and have plenty of sunny days. Brisk weather is great for walking.  The room is in the back of the building so it is nice and quiet and because my apartment is in the back there is little street noise.  Side streets in New York are much quieter then avenues but you right near A close to three cross town buses a major subway Chinatown Little Italy.. a nice walk to the West Village and easy access to all of the great city\s attractions.  People o,No smoking  Not a party place it is my residence after all.   Let me know a little about your self.  Who are you comming with-   I do ask if possible that you do not wear shoes in the apartment the last couple who did accused me of being dirty but I had to spend quite a few hours cleaning footprints it would be much appreciated.. unless you want to mop.   Respect my neighboors and my things...,https://a0.muscache.com/im/pictures/78170/4decbb9d_original.jpg?aki_policy=large,51,40.7236,-73.98466,2,1,1,1,$130.00 
Spacious and clean four bedroom two bathroom apartment. Beautiful safe Brooklyn neighborhood. Close to Manhattan via Subway. The other apartment is me and my family. Brooklyn Vacation Rental for up to 8 people Vacation Rental Details: This apartment is in a 2 family house (the other apartment is me). We rent the apartment out as a vacation rental. It\s a great way for tourists to visit New York City and not have to pay hotel prices! APARTMENT DETAILS: - master bedroom (queen bed) - master bathroom - three bedrooms (full beds; all bedrooms are private and have windows except for fourth bedroom which is private but has no window) - second full bathroom - Comfortable living room with two sofas TV and DVD player - Kitchen equipped with dishes silverware pots & pans stove/oven dishwasher microwave coffee maker toaster fridge/freezer - Linens and towels included - no washer or dryer but there is a laundromat one block away (they also do drop-off service for a reasonable price,6pm check-in and 10am check-out might be flexible (depends on the apartment schedule). It is always possible to leave your luggage should your flight arrive early or depart late. NO Parties (Dinners are welcome Respectful guests are welcome over to visit you watch movies etc)  No indoor smokers.  Please respect our apt neighbors and hallways. No heavy drug users.  No drunks.,https://a0.muscache.com/im/pictures/d7592ddf-247b-46b4-8f34-1b6c3211f29b.jpg?aki_policy=large,52,40.67811,-73.96428,8,2,4,4,$200.00 
I really I am looking for people who want to stay 3 to 6 months Lovely and quiet double room at the back of the apartment with your private access to a tranquil deck where there is room to work and relax.  Beautiful Block and close to Fort Greene park and train.  I have a cat so cat lovers are a plus. If you ask around anyone will tell you that the Fort Greene/Clinton Hill area of Brooklyn is one of the coolest neighborhood to be in. Lots of bars/restaurants. Lovely park and trees everywhere. Farmers market on saturday and much to do. Close to ALL the trains and buses.  My block is nice and quiet.   This is a two bedroom apt. You will have a private room  and share the bathroom and kitchen with me.  The apt has high ceilings and wood floors.   The Room opens onto a really cute deck that is also your own private space. There is a loft double bed suitable for a couple  Also a double bed in the room if climbing up a ladder is not your thing.  Loft area becomes a great storage space for,Just be considerate. Quiet after 11pm.  leave the Kitchen and  Bathroom clean and tidy after you use them and no visitors without checking first if this is OK.,https://a0.muscache.com/im/pictures/7768624/01114010_original.jpg?aki_policy=large,53,40.69,-73.96788,2,1,1,2,$45.00 
Inexpensive getaway near Times Square and the theater district but far enough away to offer you a quiet tranquil experience removed from the noise and the frey Charming asian inspired two bedroom in the heart of the theatre district. Quiet and peaceful ground floor rear unit with a private deck/garden just off the living room. Short walk to Broadway Central Park and all subway lines. Great for Broadway theatre enthusiast. You can just go out of the building and walk to all Broadway theatres! You are also a short walk to Rockefeller Center Central Park Bryant Park and the famous New York Public Library! Also be sure to check out the High-line Park and the promenade and parks along the Hudson River all a short walk away. An endless choice of great restaurants can be had on 9th Avenue and the theatre district \restaurant row\ on West 46th Street. WIFI internet is available. Continental breakfast included as are fresh towels.  Coin operated washers and dryers are available in basement,Basically no smoking in the apartment. Out in the garden is okay. No inviting friends in unless it is cleared with me first. Always make sure the apartment door is locked upon entering and leaving.,https://a0.muscache.com/im/pictures/26125283/bcd84c5c_original.jpg?aki_policy=large,54,40.75979,-73.99119,2,1,1,1,$55.00 
Located in the heart of Park Slope a safe family neighborhood we are right across the street from beautiful JJ Byrne Playground / Old Stone House and a short walk to the subway Prospect Park the Sunday farmer\s market Whole Foods and incredible restaurants and bars. Our 2-bedroom 2-bathroom duplex has amazing light a rear balcony and a large south-facing roof deck. With toddler beds a crib a washer-dryer and plenty of space our place is perfect for families. Our place is a relaxed and quiet refuge from the city! With two floors incredible natural light and lots of plants we have plenty of space to accommodate families in comfort. The large master bedroom upstairs opens directly out onto the south-facing deck where in season you can enjoy views of the Freedom Tower and Statue of Liberty while eating straight out of the garden! The open kitchen / living room area is perfect for hanging out and opens to a north-facing terrace (think Rear Window) where you can drink your m,#NAME?,https://a0.muscache.com/im/pictures/c69f91bd-4418-44a4-82e9-8e96fec0aa89.jpg?aki_policy=large,55,40.67343,-73.98338,4,2,2,1,$225.00 
This clean and very comfortable room in the East Village has spectacular views of downtown Manhattan and is a block away from Tompkins Square Park. Am always excited to share the space with guests! Thanks for taking a look. This listing is for 1 PRIVATE ROOM in a shared apartment. The room has a large queen size bed in a luxury duplex with a large private terrace. The Apartment: Just one block off Tompkins Square Park in an elevator building. The apartment is a large luxury 2-floor 3-bedroom 2-bath duplex in Alphabet City/ East Village and a short walk away from Lower East Side West Village SoHo Noho Chinatown Little Italy and the rest of downtown Manhattan! The Room: A large bright room with a very comfortable queen-sized bed AC large closet and spectacular views of lower Manhattan.  The Host: Friendly creative female who loves to travel write make movies listen to music and meet new people! I\ve lived in the neighborhood for over 12 years and have lots recommendation,No smoking inside the apartment but you\re welcome to smoke outside on the terrace. Also please be respectful when you use the terrace as it is outside of the hosts bedroom.,https://a0.muscache.com/im/pictures/37e211bb-6ef8-44b6-8022-7427e7a241a5.jpg?aki_policy=large,56,40.72649,-73.97904,2,1,1,1,$80.00 
* Please inquire about availability before sending a request * Any party/gathering/event is NOT allowed * Photo/Film shoots: check listing on Peerspace Bright and spacious full floor loft featuring a bedroom hardwood floors high ceilings exposed brick and six windows letting in plenty of light. A carefully arranged blend of modern vintage and mid-century furniture creates an eclectic and cozy ambience that makes you feel at home No elevator - Two flights of stairs - Street parking • Private bedroom with queen size bed • Two sofa beds in the living area (twin & full size) • Dining area with fully equipped open kitchen • Office area with two desks cinema display all-in-one printer • Wall unit with reading  nook • Home theater  (projector / screen / sound system) • Spacious wall closet • Clawfoot tub Nestled in historic South Williamsburg in a quiet and breezy area a stone\s throw away from the East River and great views of Manhattan. Bedford Ave strip Williamsburg Bridge Domino,Handle vintage furniture with care,https://a0.muscache.com/im/pictures/3cbfce26-b0d9-4fa3-a41f-ff36e154655e.jpg?aki_policy=large,57,40.70933,-73.96792,4,1,1,3,$220.00 
The apartment is among the best available in the lively East Village. It’s a second-floor walk up with a fire escape/terrace off the room a large kitchen spacious living room large back deck with bbq wi-fi internet pressed-tin ceilings amazing roof access etc. It has a lot of character; very homey but spacious feeling with high ceilings lots of artwork plants wood floors exposed brick etc. The apartment is among the best available in the lively East Village. It’s a second-floor walk up with a fire escape/terrace off the room a large kitchen spacious living room large back deck with bbq wi-fi internet pressed-tin ceilings amazing roof access etc. It has a lot of character; very homey but spacious feeling with high ceilings lots of artwork plants wood floors exposed brick etc. The access to grocery stores laundry restaurants bars theaters liquor store cinema Tompkins Square Park etc is pretty unbeatable. In general the rooms location and size of the ap,Cleanliness respect of other\s privacy keeping noise levels down at night/in the morning and communication are important.,https://a0.muscache.com/im/pictures/22011644-b8a7-48a2-b385-648b69dfd4a0.jpg?aki_policy=large,58,40.72298,-73.98474,1,1,1,1,$99.00 
Our luxury loft occupies the entire second floor of an old warehouse with high ceilings lots of windows 4 bedrooms & 2 bathrooms. It\s located next to a small park on a very quiet block. Supermarket is next door and the subway five minutes away. ABSOLUTELY NO SMOKING! PLEASE NOTE RATE VARIES DEPENDING ON MONTH/SEASON AND IS BASED ON 4 PEOPLE. A SECURITY DEPOSIT IS REQUIRED AND  THERE IS A $150 CLEANING FEE. AVAILABLE ALL YEAR! ALL UTILITIES & WIFI INCLUDED. CHECKOUT TIME IS 10:00 AM. Soak up the Latin beat of exciting SpaHa (Manhattan\s Spanish Harlem) in this 2000+ square foot luxury loft taking up the entire second floor of an old warehouse that has been renovated with care. With 12ft ceilings the custom windows let in tons of light.   The loft has four bedrooms (2 with queen beds 2 with 2 twins).  In true loft fashion the walls don\t quite reach the ceilings but it\s great for families or groups of friends on an outing to New York or maybe even looking for a place to settle,1) There is to be absolutely no smoking in the apartment - and yes we can tell if you do.   2) No parties or other large gatherings (e.g. classes meetings) without prior notice and permission.  Smoking and having more than the contracted number of guests in the apartment after midnight will result in forfeiture of your deposit.,https://a0.muscache.com/im/pictures/472644/0a0498f0_original.jpg?aki_policy=large,59,40.80164,-73.93922,8,2,4,6,$225.00 
I am happy to host responsible visitors as my guests.  I am careful to make sure it is the right match for my home- Perfect for one or a couple but not more. This is an especially personable EV apt- please read the full description.  If you are interested please introduce yourselves and tell me a little bit about your stay in the city.  This is my home and it is important for me to know who is making the reservation.  Thank you. A charming artist\s home for responsible guests in a small friendly and safe building in the east village.   My lovely east village floor-through home is available for a responsible older couple or single (35+) looking for a clean quiet temporary apartment in the city.   It is beautifully furnished with designer furniture and family antiques. There are windows front and back of this typical railroad apt with a sunny kitchen and quiet bedroom with a new super comfortable plush firm full (double) mattress.  There is a desk with wifi ( w/small speakers and a las,This apt is for a single person or a couple (35+) as there is one double bed.  Two people is the maximum.  -The sofa is not an extra bed for visitors.   Please do write to me with an introduction before making a reservation! thank you! You are responsible for my home so please do not allow anyone at all into the apt who you do not know well and any friend is only allowed when you are present. All guests are to take their shoes off! No Smoking Shoes off in apt thank you. I provide sheets and towels. I ask that the bed be stripped when you leave and that you collect all the laundry together.  Also i ask that the pots and pans all be left as clean as when you arrived.  The cleaning person will be coming on schedule so the general cleaning is usually taken care of.  Also i ask that any general food olive oil etc supplies that are used be replenished!  Thank you! All the furniture and things are dear to me many are from my family and so i trust that you will take care in the apt.  Ple,https://a0.muscache.com/im/pictures/6477265/3746d647_original.jpg?aki_policy=large,60,40.72162,-73.98008,2,1,1,1,$250.00 
This comfy and cozy room is located in the heart of the city in a quiet building.  You are minutes away from the cities most important landmarks and in one of the most diverse areas of the world. Cozy apartment in the heart of NYC for 2 people to live comfortably.  Apartment is  5 minute walk from Times Square and the Theater District.   10 minute walk from Central Park (Columbus Circle).   2 blocks away from various subway stations (ACENR trains). Temperpedic Queen Size Mattress AC 32 inch HD TV in bedroom. DVD Cable Wifi Microwave Open to interaction with guests and if you need any help i\m glad to assist. Heart of the city with great eats all around.  The apartment faces the back of the building and not the street so it is extremely quiet. 10 minute walk from Central Park (Columbus Circle).   2 blocks away from various subway stations (ACENR trains). you can cook with no problems..  NO ELEVATOR IN BUILDING 4 story walk up,No pets Respectful housemate :) No smoking,https://a0.muscache.com/im/pictures/58406399/eafa88b4_original.jpg?aki_policy=large,61,40.76342,-73.98865,1,1,1,1,$51.00 
Our home is unique simply because we\ve kept the old school art deco style and added our own personality to it loads of color high ceilings and just an overall feel of being home but surrounded by beautiful unusual pieces on the walls collected over the years living in beautiful NYC ❤ Our long passage way gives you the privacy you need but the security of knowing we\re close by if you need anything! The room is a nice size and as a bed wardrobe dresser and amenities such as coffee machine and kettle! Bathroom is next door to your room so no fussing about in the night trying to find it lol And we keep our home clean and tidy! Hope to see you soon  Our guests can reach us if we\re not wind by phone or text were always here to help! Conveniently located in Harlem next to C train(155 St stop) and minutes away from 1 train buses in all directions Yankee stadium just 10 minutes away for those of you who love baseball and for those who are food fanatics you\re in the right place,No smoking!! If one guest books you can not turn up with an extra guest without booking them! No overnight stays from friends who are not invited! It is for yours and our safely that we are aware who is in our home! Please ask before inviting even if for pick up If found with unannounced additional guests there obviously willl be an extra charge! Also loss of keys is$60 due to the fact they are customized security for building which we have to order and pay extra for! Thank you Tye and Etienne,https://a0.muscache.com/im/pictures/27459127/93258a82_original.jpg?aki_policy=large,62,40.83139,-73.94095,2,1,1,1,$65.00 
A well-loved guest room in a bright spacious flat: our family home of ten years a nurturing destination for global travelers. Over tea coffee or whisky (as your schedule goes) we\ll get acquainted with one another\s laughter and lives at a dining table which enjoys sweeping views of the city. We\re respectful of boundaries and hope only to be of help while you\re here. The layout of the apartment provides spaciousness as the guest room pairs with a full private bathroom to form a distinct and sunny \wing\ for your quiet relaxation. Your windows face the rising sun and blackout shades installed ensure a good night\s rest no matter how sensitive to light you may be as a sleeper. There\s ample closet and drawer space electrical outlets within easy reach. As a launchpad to the larger city we\re perfectly positioned between JFK airport and Manhattan making arrival a breeze and exploration a joy. But you won\t need to go far to find out why Brooklyn has a global reputation. If ques,Check-in time is flexible. Check-out is 10 am. Pets are not allowed. Smoking is not allowed. Children are absolutely welcome and should be mentioned in advance. Visitors are likewise welcome but no overnight guests please. We\re a shoes-off home kindly remove yours in our entrance hall. For our cancellation policy please refer to our listing details.,https://a0.muscache.com/im/pictures/54b2ae8f-89e1-46f6-b73c-4598600fe8bc.jpg?aki_policy=large,63,40.68346,-73.96374,2,1,1,1,$105.00 
Your relaxing holiday escape in the East Village awaits you!  Recently renovated this uniquely warm space is more bright clean and equipped with both modern fixtures and historic charm with high ceilings exposed brick and wood floors. This block of East 7th Street in the East Village Historic District was featured in the NY Times in December 2010 check out the article to see some of the great establishments right outside your door.  Just search on your favorite browser for \Clever Young East Seventh Street NY Times.\ This clean recently renovated charming apartment has a full size living room large separate bedroom small but practical clean modern kitchen and a nice new bathroom. The space is immaculate very well heated renovated modern and extremely well kept. High ceilings lots of light (south facing) wood floors thoughtful lighting with dimmers exposed brick plenty of closet space cleaning service and free reliable wifi. The apartment is nicely furnished and ,This is a non-smoking home.  Please be respectful to neighbors - no parties.  Please note there is a $100 cleaning fee for any rental period this means the apartment will be professionally cleaned before guest\s arrival and after departure.  Also for all reservations there will be a $500 fully refundable security deposit.  In all the times I have rented the apartment I have never had a problem with tenants and never needed to keep the deposit it has always been returned.  These fees are standard practice for NYC rentals and can be handled by (SENSITIVE CONTENTS HIDDEN) in advance or cash upon arrival.,https://a0.muscache.com/im/pictures/6f42d45e-2450-4251-8770-633a1166bc7f.jpg?aki_policy=large,64,40.72828,-73.98801,2,1,1,1,$170.00 
Updated modern 3 bedroom 2 bathroom apartment. Very spacious room including large closet private bathroom and shower. Large Master Bedroom with private bath in a 3 bedroom/ 2 bathroom apartment. The room is (16ft x 12ft) with refinished floors and a new luxurious private bath! PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access as well as clean sheets and towels. The room is equipped with a queen size bed air conditioner TV closet desk night stands reading lamps and alarm clock.  You are more then welcome to make use of our spacious living room and if you like cooking of our newly renovated kitchen. Please note that you would be sharing these common areas with us.  A quiet and safe neighborhood Woodside is only a 20 min. subway-ride away from Midtown Manhattan. Right next to the Woodside/61 st subway s,We don\t have a lot of rules to follow but we would like you to respect our as well as our neighbor\s need for piece and quiet after 10pm.  Smoking is not allowed anywhere inside the apartment. You also won\t be able to bring your pet. The kitchen is available for you to prepare your meals please ask us if you need help with any of the appliances.,https://a0.muscache.com/im/pictures/3323417/af108839_original.jpg?aki_policy=large,65,40.7459,-73.90764,2,1,1,1,$90.00 
This bright & sunny bedroom is in a shared 3 bedroom 2 bath flat in a quiet neighborhood 7 minutes from the subway. The room has two large southern-facing windows facing the park across the street. Includes a full size bed tv closet desk & chair. This is a small bedroom in a large quiet newly renovated apartment. The bedroom is in the front of the apartment far away from the other 2 bedrooms and bathrooms.  PLEASE CAREFULLY READ THROUGH ALL OF THE INFORMATION BELOW BEFORE SENDING AN INQUIRY. The room sleeps 2 and belongs to a very spacious 3 bedroom/2 bathroom apartment in Woodside (Queens). We provide wireless internet access as well as clean sheets and towels. The room is equipped with a full size bed air conditioner TV closet dresser night stand reading lamp and alarm clock.  You are more then welcome to make use of our spacious living room and if you like cooking of our newly renovated kitchen. Please note that you would be sharing these common areas with us.  A q,I don\t have a lot of rules to follow but I would like you to respect me as well as our neighbor\s need for peace and quiet after 10pm.  Smoking is not allowed anywhere inside the apartment. You also won\t be able to bring your pet. The kitchen is available for you to prepare your meals please ask us if you need help with any of the appliances.,https://a0.muscache.com/im/pictures/3324483/1493ee41_original.jpg?aki_policy=large,66,40.75038,-73.90334,1,1,1,0,$75.00 
Stay in my bright guest bedroom with use of your own private bathroom in a beautiful shared 1750 square foot (163 square meters) sun drenched loft-like apartment on the 4th floor (walk-up) of a Brooklyn Brownstone overlooking Fort Greene Park. This is a private bedroom with exclusive use of a hallway bathroom in a shared apartment. The apartment is on the 4th floor (walk-up) of a historic Brooklyn Brownstone fronting Fort Greene Park. It has an open kitchen with a large butcher block island ideal for cooking with friends and a private planted roof deck to enjoy early morning coffee or an evening glass of wine all located in historic Fort Greene one of Brooklyn\s best neighborhoods! The bedroom is cozy with plenty of room for singles or couples with both short-term and medium-term availability and is only a short train ride to Manhattan - 1 stop on the Q/B 2 stops on the F or 4 stops on the C - and walking distance to the Brooklyn Bridge. I\ve lived in the neighborhood for,Thanks for booking at Fort Greene Retreat on the Park. No smoking is allowed in the apartment though you may smoke on the roof deck. If you are going to smoke on the roof deck please bring up a small plate or ashtray with you. Please no ashing or discarding cigarette butts in the pots or planters or on the furniture brick or bluestone. Thank you.,https://a0.muscache.com/im/pictures/96748/647a6eb5_original.jpg?aki_policy=large,67,40.69273,-73.97363,2,1.5,1,1,$95.00 
Amazing loft in the Meatpacking District. The hottest neighborhood in NYC! Enjoy your own 1100 square foot space within a 2600 sq ft two floor loft. Doorman building full sized bed (fits two) with true mattress and box frame (not an uncomfortable thin sleeper sofa mattress). Can sleep third guest on large sectional sofa shared kitchen. Guests enjoy exclusive use of two bathrooms. The High Line starts just a few minutes away from our building. The neighborhood is lively and features some of the best restaurants bars clubs and stores in Manhattan. The Hudson River Park is ten minutes away; it\s a great place to walk run picnic or just sit in relax and people watch. The Chelsea Market is within two blocks of our home. Some of the most picturesque parts of the West Village are within a five minute walk of us. The 14th Street stop for the ACE and L subway lines is on the far corner of our block about a five minute walk from the loft. Many additional subway lines are within a,Check in after 3pm. Check out noon. (Earlier and later check out and check in times may be discussed before arrival.),https://a0.muscache.com/im/pictures/460797/6182315b_original.jpg?aki_policy=large,68,40.74138,-74.00197,3,1.5,1,1,$150.00 
PLEASE READ ENTIRE LISTING BEFORE BOOKING.  I have a 3 bedroom cozy apartment in Williamsburg of which Two (2) bedrooms are available for rental during temporary stays in NYC.  Bedrooms:  1st Bedroom: Full size bed - Temperpedic mattress (Sleeps 2)   2nd Bedroom: Full size bed - Sealy\s Spring mattress (Sleeps 2) ****3rd Bedroom is where I or my apartment manager sleeps**** Common area: Bathroom / Full Living room / Full Eat in kitchen. Rooms are available separately for rentals as well (please see my other listings via my Profile)  *Rates include utilities  *Max 4 people / $14 extra p/p p/n after 2nd guest Looking forward to hearing from you soon! Guests have access to all the common areas (living room/kitchen etc.) Everyone MUST be considerate of each other. Please clean up after yourselves in all common areas especially the bathroom!!  We cannot be available to clean the bathroom everyday and depend on the guests to clean up after themselves.  AMENITIES:  - Washing machine and Dr,4 people max. - Must provide ID (Passport/License) for security purposes. No events or parties allowed. Packages CANNOT be ordered or delivered to my address.  Please no pets (I\m allergic!)  No Smoking (I\m allergic to that too!) No Drugs or Hard Alcohol however we can all enjoy a nice wine! :o) Be respectful of neighbors and the space  Keep noise down after hours  Clean up after yourself,https://a0.muscache.com/im/pictures/188012/766b4e32_original.jpg?aki_policy=large,69,40.71154,-73.96112,4,1,2,2,$145.00 
1000sq feet: master bedroom-large studio with a sofa bed-dining-kitchen-bathroom Facing South West over the Hudson River: the light is really beautiful The apartment is across the street from Riverside Park and its Olympic swimming pool & gymnasium ( only $5  fee) running truck  Fairway market for good healthy food Train 1-red line one block away B&D trains 10 minutes walk Cleaning during long term reservation by my trusted housekeeper is not included and not obligatory but highly recommended If you\re looking for the perfect luminous and calm getaway in the heart of NYC then this Riverside Drive apartment is the perfect choice for you. Approx. 1000sq feet one master bedroom plus a large studio with a sofa bed dining room kitchen (dishwasher large fridge and microwave) marble and tile bathroom. Laundry room in the basement. Facing South West over the Hudson River: the light is really beautiful. It\s across the street from Riverside Park and its Olympic swimming pool gymnasium,1) Check in between 12 and 7pm. 2) Check out between 8:30am and 12:30pm 3) The door of the apartment has to be closed with both locks each time you go out. Be careful not to go out without the keys because the door locks itself and you may be locked out. I am providing  complete sets of keys: if you loose one I would ask you 50$ refund to replicate the lost set. 4) No private party in the apartment no extra guests. 5) Garbage has to be brought downstairs everyday in the specific garbage dump of the building ( to avoid cockroaches) : also garbage is divided in 2 different bags: organic and general. 6) please keep music voice on a moderate volume 7) if you use air conditioned turn it off when you go out of the apartment otherwise electrical bill will show an extra expense that I would have to charge extra if it is exaggerated. 8) Children under age of 12 are not allowed. 10) NO CHECK IN on Sunday  11) LONG TERM GUESTS: my assistant will clean apartment and change linen every 2 weeks. ,https://a0.muscache.com/im/pictures/107824164/e225dcf6_original.jpg?aki_policy=large,70,40.82915,-73.95136,3,1,2,2,$110.00 
Entire bright and sunny 2 bedroom apt in super charming neighborhood in downtown Manhattan. VOTED #1 NEIGHBORHOOD IN MANHATTAN! MONTHLY BOOKINGS WELCOME Entire 2 Bedroom Apartment located in the Lower East Side of Manhattan on Ludlow and Broome Street. A very charming & vibrant  neighborhood.  This is a very large & sunny NYC apt. Bright & Sunny....windows in every room!   Fabulous location in the center of the action but nestled on a quiet block.  Located in the most vibrant & hip neighborhood in NYC. Steps away from the new Essex Market/Essex Crossing Barrio Chino Waypoint Cafe Bacaro Dirty French Mr Purple Katz\s Deli and tons of great boutiques galleries & cafes. The hip new Ludlow Soho House also opened 2 blocks away.  Best new movie theater in NYC 1-block away: Regal Essex Crossing and super hip indie theater Metrograph just down the block. Trader Joe\s Super Market and Target are a few blocks away. Pretty much everything you need within 5 blocks. Full service laundromat ,$100 cleaning fee Guest are asked to drop off and pay for laundry the morning of their departure. Posted rates are subject to change.  Rates may be higher during holidays/high season. Monthly guests are required to have the housekeeper come at least once every 2-weeks. No parties or overnight guests.,https://a0.muscache.com/im/pictures/7faee97b-1495-440e-a1a3-70af61dcd0b7.jpg?aki_policy=large,71,40.71851,-73.98892,4,1,2,2,$285.00 
A true GEM in Prospect Lefferts Gardens welcome to our perfectly situated peaceful top floor apartment right across the street from the best park & amenities in the city! This is a 1200 sq. foot 2 bedroom 2 bathroom apartment located in a lovely pre-war well-maintained building.  With Pull-out Sofa Bed and curtain diver in spacious living room this apartment can sleep comfortably up to 4 adults or 2 adults and 2 children! Perfect summer-in-the-city oassis for families! Welcome to a real New York Gem!! *** This is a large 2 bedroom 2 full bathroom APARTMENT with the use of one large bedroom  and queen sofa bed pull out in partitioned living room. (this is NOT a share. it is private autonomous apartment) Foyer dining room living room and LOTS of windows.  Spacious sunny beautiful apartment with arched entrance ways inlaid bookshelves and other classic details. 11 windows in total with 3 directional views ... sky and tree tops all around. One block from the lovely Parkside entr,Due to previous experience PLEASE communicate if your check-out time is not at a business hour ( i.e. if you need to check out within the hours of 12 am- 7am)  PRIOR to booking so that you may be checked out properly.  Otherwise a small deposit in the form of returnable/ voidable check will be requested for security/ damages possibility in the event that noone is able to check you out in person.   During the summer months there may be an energy cost surcharge of $100 due to past experience with travelers that have a different idea of energy consumption than our own.  We consider this a cool spacious apartment with 11 windows that if used well can create a lovely ambient environment and believe that air conditioners should NEVER be left on when noone is at home.  More info can be found in the Apartment Manual once you book!  Thanks ;-),https://a0.muscache.com/im/pictures/7242bd7b-6dc2-480a-8be7-8c9d52bd6ef5.jpg?aki_policy=large,72,40.65401,-73.96323,4,2,1,2,$130.00 
Visiting NYC with your family? Friends coming to visit? In town for a wedding?  Our spacious and ecletically decorated duplex comfortably sleeps 5 but can accommodate 8.  Near every subway and great for walking tours.  Read the impeccable reviews! Enjoy the serenity and charm of historic of Brooklyn Heights in our spacious duplex .  We are one subway stop from Manhattan or you can walk over the Brooklyn Bridge.  Explore trendy neighborhoods such as DUMBO and Cobble Hill.  The newly opened Brooklyn Bridge park provides a spectacular view of the NY skyline.  Walk to the taxi ferry.  We\re about 10 mins by subway  from the Brooklyn Museum and Brooklyn Botanical Gardens.  There are also many Citibike stations nearby. People often comment that once you are inside our apartment you feel like you\re in a house. On the ground floor is a kid\s bedroom (with one bed but we have an extra mattress so two could sleep there) playroom (could sleep two if necessary) two full baths and a guest room ,no smoking or pets,https://a0.muscache.com/im/pictures/19759801/046cc24d_original.jpg?aki_policy=large,73,40.69723,-73.99268,8,3.5,3,3,"$2,000.00 "
